class_cat,seq_name,class_id,qp,msr,IDF1,IDP,IDR,Rcll,Prcn,GT,MT,PT,ML,FP,FN,IDs,FM,MOTA,MOTP,IDt,IDa,IDm,num_matches,num_detections,num_objects,num_predictions,idtp,idfp,idfn
ClassC,RaceHorsesC,17,34,8,57.0,76.5,45.0,56.7,97.6,6,1,5,0,12,375,9,23,54.3,0.128,1,9,1,482,491,866,503,390.0,120.0,476.0
ClassC,RaceHorsesC,all,34,8,63.2,79.0,52.5,64.7,98.1,13,4,7,2,20,574,14,32,62.6,0.139,2,14,2,1038,1052,1626,1072,853.0,227.0,773.0
ClassC,RaceHorsesC,0,34,16,69.5,81.8,60.4,73.0,99.1,7,3,2,2,5,205,5,10,71.7,0.141,0,5,0,550,555,760,560,459.0,102.0,301.0
ClassC,RaceHorsesC,17,34,16,47.7,67.4,36.6,52.1,97.4,6,0,6,0,12,415,10,29,49.5,0.129,2,9,1,441,451,866,463,317.0,153.0,549.0
ClassC,RaceHorsesC,all,34,16,57.8,74.2,47.1,62.1,98.4,13,3,8,2,16,617,16,40,60.1,0.137,3,14,1,993,1009,1626,1025,766.0,267.0,860.0
ClassC,RaceHorsesC,0,38,8,63.0,76.9,53.3,68.7,99.2,7,3,2,2,4,238,7,11,67.2,0.143,0,7,0,515,522,760,526,405.0,122.0,355.0
ClassC,RaceHorsesC,17,38,8,41.1,61.0,30.7,49.3,99.5,6,0,5,1,2,439,11,24,47.8,0.131,3,9,1,416,427,866,429,266.0,170.0,600.0
ClassC,RaceHorsesC,all,38,8,52.1,70.0,41.3,58.1,99.4,13,3,7,3,6,681,18,34,56.6,0.137,3,16,1,927,945,1626,951,671.0,288.0,955.0
ClassC,RaceHorsesC,0,38,16,68.1,82.8,57.8,69.1,99.2,7,3,2,2,4,235,6,9,67.8,0.140,0,6,0,519,525,760,529,439.0,91.0,321.0
ClassC,RaceHorsesC,17,38,16,46.2,69.3,34.4,48.7,99.8,6,0,5,1,1,444,11,24,47.3,0.133,1,10,0,411,422,866,423,298.0,132.0,568.0
ClassC,RaceHorsesC,all,38,16,56.8,76.0,45.1,58.4,99.2,13,3,7,3,8,677,21,36,56.6,0.137,3,18,0,928,949,1626,957,733.0,232.0,893.0
ClassC,RaceHorsesC,0,42,8,51.9,76.9,39.1,50.1,99.0,7,1,3,3,4,379,10,15,48.3,0.164,0,10,0,371,381,760,385,297.0,89.0,463.0
ClassC,RaceHorsesC,17,42,8,39.7,71.0,27.4,37.2,98.5,6,0,5,1,5,544,8,24,35.7,0.139,1,7,0,314,322,866,327,237.0,97.0,629.0
ClassC,RaceHorsesC,all,42,8,45.7,74.3,32.8,43.2,98.7,13,1,8,4,9,924,18,39,41.5,0.152,1,17,0,684,702,1626,711,534.0,185.0,1092.0
ClassC,RaceHorsesC,0,42,16,45.4,61.6,35.9,57.8,99.3,7,1,3,3,3,321,12,21,55.8,0.160,0,12,0,427,439,760,442,273.0,170.0,487.0
ClassC,RaceHorsesC,17,42,16,42.8,79.9,29.0,35.1,99.0,6,0,5,1,3,562,6,26,34.1,0.145,3,4,1,298,304,866,307,251.0,63.0,615.0
ClassC,RaceHorsesC,all,42,16,42.0,65.7,30.7,45.8,99.1,13,1,8,4,7,882,18,46,44.2,0.154,3,16,1,726,744,1626,751,499.0,260.0,1127.0
ClassC,RaceHorsesC,0,46,8,35.9,76.4,23.4,30.5,100.0,7,1,3,3,0,528,9,15,29.3,0.170,0,9,0,223,232,760,232,178.0,55.0,582.0
ClassC,RaceHorsesC,17,46,8,22.1,75.5,12.8,16.2,100.0,6,0,1,5,0,726,7,12,15.4,0.145,0,7,0,133,140,866,140,111.0,36.0,755.0
ClassC,RaceHorsesC,all,46,8,27.5,71.3,17.0,23.3,100.0,13,1,4,8,0,1247,19,28,22.1,0.164,1,18,0,360,379,1626,379,276.0,111.0,1350.0
ClassC,RaceHorsesC,0,46,16,39.1,77.6,26.1,33.4,100.0,7,1,2,4,0,506,9,9,32.2,0.194,0,9,0,245,254,760,254,198.0,57.0,562.0
ClassC,RaceHorsesC,17,46,16,19.5,68.1,11.3,15.8,100.0,6,0,1,5,0,729,7,10,15.0,0.156,0,7,0,130,137,866,137,98.0,46.0,768.0
ClassC,RaceHorsesC,all,46,16,29.1,71.0,18.2,25.0,99.5,13,1,3,9,2,1219,18,23,23.8,0.181,0,18,0,389,407,1626,409,296.0,121.0,1330.0
ClassD,BasketballPass,0,18,8,37.3,41.6,33.6,77.5,96.5,8,2,5,1,62,493,49,71,72.4,0.183,9,40,0,1649,1698,2191,1760,736.0,1033.0,1455.0
ClassD,BasketballPass,32,18,8,12.2,19.1,9.0,46.2,98.4,4,0,1,3,3,215,12,16,42.5,0.211,0,12,0,173,185,400,188,36.0,152.0,364.0
ClassD,BasketballPass,56,18,8,24.0,88.2,13.9,13.9,88.2,6,0,1,5,2,93,0,2,12.0,0.289,0,0,0,15,15,108,17,15.0,2.0,93.0
ClassD,BasketballPass,all,18,8,33.7,39.8,29.1,70.2,96.6,18,2,7,9,67,803,62,90,65.5,0.186,9,53,0,1834,1896,2699,1963,785.0,1187.0,1914.0
ClassD,BasketballPass,0,18,16,35.3,39.4,31.9,78.1,97.1,8,2,5,1,52,479,52,68,73.4,0.182,11,40,0,1660,1712,2191,1764,699.0,1074.0,1492.0
ClassD,BasketballPass,32,18,16,14.5,23.5,10.5,44.2,98.9,4,0,1,3,2,223,11,16,41.0,0.212,0,11,0,166,177,400,179,42.0,137.0,358.0
ClassD,BasketballPass,56,18,16,22.9,65.2,13.9,14.8,69.6,6,0,2,4,7,92,1,2,7.4,0.307,0,1,0,15,16,108,23,15.0,8.0,93.0
ClassD,BasketballPass,all,18,16,32.4,38.3,28.0,70.5,96.9,18,2,8,8,61,797,65,87,65.8,0.186,11,53,0,1837,1902,2699,1963,756.0,1216.0,1943.0
ClassD,BasketballPass,0,22,8,36.5,40.3,33.3,79.4,96.7,8,3,4,1,59,451,49,64,74.5,0.182,11,38,0,1691,1740,2191,1799,729.0,1079.0,1462.0
ClassD,BasketballPass,32,22,8,11.9,20.0,8.5,41.8,98.2,4,0,1,3,3,233,11,14,38.2,0.213,0,11,0,156,167,400,170,34.0,136.0,366.0
ClassD,BasketballPass,56,22,8,40.6,93.3,25.9,25.9,93.3,6,0,3,3,2,80,0,2,24.1,0.288,0,0,0,28,28,108,30,28.0,2.0,80.0
ClassD,BasketballPass,all,22,8,33.6,39.3,29.3,71.9,96.8,18,3,8,7,64,759,60,80,67.3,0.186,11,49,0,1880,1940,2699,2004,791.0,1222.0,1908.0
ClassD,BasketballPass,0,22,16,36.8,41.2,33.1,78.1,97.7,8,3,4,1,41,480,51,69,73.9,0.180,9,41,0,1660,1711,2191,1752,725.0,1036.0,1466.0
ClassD,BasketballPass,32,22,16,14.5,24.6,10.2,41.0,98.2,4,0,1,3,3,236,12,15,37.3,0.207,0,12,0,152,164,400,167,41.0,126.0,359.0
ClassD,BasketballPass,56,22,16,23.9,61.5,14.8,14.8,61.5,6,0,2,4,10,92,0,2,5.6,0.208,0,0,0,16,16,108,26,16.0,10.0,92.0
ClassD,BasketballPass,all,22,16,33.7,40.0,29.0,70.1,97.2,18,3,7,8,54,808,63,86,65.7,0.183,9,53,0,1828,1891,2699,1945,782.0,1172.0,1917.0
ClassD,BasketballPass,0,26,8,37.3,41.9,33.5,77.0,96.8,8,2,5,1,55,505,47,63,72.3,0.177,6,41,0,1639,1686,2191,1741,734.0,1016.0,1457.0
ClassD,BasketballPass,32,26,8,16.2,35.3,10.5,29.0,97.5,4,0,1,3,3,284,7,11,26.5,0.203,0,7,0,109,116,400,119,42.0,77.0,358.0
ClassD,BasketballPass,56,26,8,3.5,33.3,1.9,1.9,33.3,6,0,0,6,4,106,0,0,-1.9,0.403,0,0,0,2,2,108,6,2.0,4.0,106.0
ClassD,BasketballPass,all,26,8,34.1,41.5,28.8,66.8,96.7,18,2,6,10,62,897,55,75,62.4,0.178,6,49,0,1747,1802,2699,1864,778.0,1095.0,1921.0
ClassD,BasketballPass,0,26,16,36.3,40.8,32.5,77.6,97.8,8,1,6,1,39,491,49,64,73.6,0.179,8,41,0,1651,1700,2191,1739,713.0,1035.0,1478.0
ClassD,BasketballPass,32,26,16,17.6,40.2,11.2,27.5,98.2,4,0,1,3,2,290,7,10,25.2,0.193,0,7,0,103,110,400,112,45.0,67.0,355.0
ClassD,BasketballPass,56,26,16,33.3,91.7,20.4,20.4,91.7,6,0,2,4,2,86,0,1,18.5,0.156,0,0,0,22,22,108,24,22.0,2.0,86.0
ClassD,BasketballPass,all,26,16,34.1,41.4,28.9,67.9,97.7,18,1,9,8,43,866,56,75,64.2,0.180,8,48,0,1777,1833,2699,1876,780.0,1105.0,1919.0
ClassD,BasketballPass,0,30,8,36.9,41.9,32.8,75.4,96.8,8,1,6,1,55,540,49,63,70.6,0.175,10,38,0,1602,1651,2191,1706,719.0,996.0,1472.0
ClassD,BasketballPass,32,30,8,18.1,46.4,11.2,23.8,97.9,4,0,1,3,2,305,6,9,21.8,0.201,0,6,0,89,95,400,97,45.0,52.0,355.0
ClassD,BasketballPass,56,30,8,10.3,75.0,5.6,5.6,75.0,6,0,0,6,2,102,0,0,3.7,0.182,0,0,0,6,6,108,8,6.0,2.0,102.0
ClassD,BasketballPass,all,30,8,34.2,42.3,28.5,64.9,96.7,18,1,7,10,59,948,56,73,60.6,0.177,10,45,0,1695,1751,2699,1810,770.0,1049.0,1929.0
ClassD,BasketballPass,0,30,16,37.0,42.2,32.8,75.3,97.4,8,1,6,1,44,541,46,65,71.2,0.175,8,38,0,1604,1650,2191,1694,718.0,985.0,1473.0
ClassD,BasketballPass,32,30,16,16.7,44.6,10.2,23.0,100.0,4,0,1,3,0,308,6,6,21.5,0.199,0,6,0,86,92,400,92,41.0,51.0,359.0
ClassD,BasketballPass,56,30,16,10.3,75.0,5.6,5.6,75.0,6,0,1,5,2,102,0,1,3.7,0.207,0,0,0,6,6,108,8,6.0,2.0,102.0
ClassD,BasketballPass,all,30,16,34.0,42.4,28.3,64.9,97.4,18,1,8,9,46,948,52,72,61.2,0.176,8,44,0,1699,1751,2699,1797,765.0,1041.0,1934.0
ClassD,BasketballPass,0,34,8,35.5,41.6,30.9,72.4,97.9,8,1,6,1,34,605,49,62,68.6,0.178,7,43,1,1537,1586,2191,1620,677.0,952.0,1514.0
ClassD,BasketballPass,32,34,8,17.3,63.5,10.0,15.2,96.8,4,0,0,4,2,339,4,7,13.7,0.202,0,4,0,57,61,400,63,40.0,23.0,360.0
ClassD,BasketballPass,56,34,8,0.0,nan,0.0,0.0,nan,6,0,0,6,0,108,0,0,0.0,nan,0,0,0,0,0,108,0,0.0,0.0,108.0
ClassD,BasketballPass,all,34,8,32.7,42.3,26.5,61.0,97.9,18,1,6,11,36,1052,53,69,57.7,0.179,7,47,1,1594,1647,2699,1683,716.0,976.0,1983.0
ClassD,BasketballPass,0,34,16,36.8,43.0,32.0,72.6,97.9,8,1,6,1,34,601,42,55,69.1,0.178,5,38,1,1548,1590,2191,1624,702.0,931.0,1489.0
ClassD,BasketballPass,32,34,16,15.7,52.9,9.2,17.5,100.0,4,0,0,4,0,330,3,4,16.8,0.211,0,3,0,67,70,400,70,37.0,33.0,363.0
ClassD,BasketballPass,56,34,16,0.0,nan,0.0,0.0,nan,6,0,0,6,0,108,0,0,0.0,nan,0,0,0,0,0,108,0,0.0,0.0,108.0
ClassD,BasketballPass,all,34,16,33.6,43.4,27.4,61.5,98.0,18,1,6,11,34,1039,45,59,58.6,0.179,5,41,1,1615,1660,2699,1694,739.0,964.0,1960.0
ClassD,BasketballPass,0,38,8,34.3,41.9,29.0,67.5,98.1,8,1,6,1,29,712,43,58,64.2,0.188,5,38,0,1436,1479,2191,1508,635.0,882.0,1556.0
ClassD,BasketballPass,32,38,8,13.2,76.3,7.2,9.5,100.0,4,0,0,4,0,362,2,4,9.0,0.197,0,2,0,36,38,400,38,29.0,9.0,371.0
ClassD,BasketballPass,56,38,8,0.0,nan,0.0,0.0,nan,6,0,0,6,0,108,0,0,0.0,nan,0,0,0,0,0,108,0,0.0,0.0,108.0
ClassD,BasketballPass,all,38,8,31.3,42.7,24.6,56.2,98.1,18,1,6,11,29,1181,45,62,53.5,0.188,5,40,0,1473,1518,2699,1547,664.0,892.0,2035.0
ClassD,BasketballPass,0,38,16,32.9,40.5,27.6,66.1,97.8,8,1,6,1,33,743,46,57,62.5,0.192,5,41,0,1402,1448,2191,1481,604.0,886.0,1587.0
ClassD,BasketballPass,32,38,16,15.5,87.2,8.5,9.8,100.0,4,0,0,4,0,361,1,2,9.5,0.179,0,1,0,38,39,400,39,34.0,5.0,366.0
ClassD,BasketballPass,56,38,16,0.0,nan,0.0,0.0,nan,6,0,0,6,0,108,0,0,0.0,nan,0,0,0,0,0,108,0,0.0,0.0,108.0
ClassD,BasketballPass,all,38,16,30.2,41.7,23.6,55.1,97.8,18,1,6,11,33,1211,47,59,52.2,0.192,5,42,0,1441,1488,2699,1521,638.0,892.0,2061.0
ClassD,BasketballPass,0,42,8,33.9,46.2,26.7,55.5,97.0,8,1,6,1,38,974,39,50,52.0,0.212,4,35,0,1178,1217,2191,1255,584.0,680.0,1607.0
ClassD,BasketballPass,32,42,8,2.5,100.0,1.2,1.2,100.0,4,0,0,4,0,395,0,2,1.2,0.189,0,0,0,5,5,400,5,5.0,0.0,395.0
ClassD,BasketballPass,56,42,8,0.0,nan,0.0,0.0,nan,6,0,0,6,0,108,0,0,0.0,nan,0,0,0,0,0,108,0,0.0,0.0,108.0
ClassD,BasketballPass,all,42,8,29.8,46.4,21.8,45.3,97.0,18,1,6,11,38,1477,39,52,42.4,0.212,4,35,0,1183,1222,2699,1260,589.0,680.0,2110.0
ClassD,BasketballPass,0,42,16,34.0,45.5,27.0,57.2,97.3,8,1,6,1,35,937,39,57,53.9,0.211,3,36,0,1215,1254,2191,1289,591.0,707.0,1600.0
ClassD,BasketballPass,32,42,16,2.0,57.1,1.0,1.8,100.0,4,0,0,4,0,393,1,3,1.5,0.178,0,1,0,6,7,400,7,4.0,3.0,396.0
ClassD,BasketballPass,56,42,16,0.0,nan,0.0,0.0,nan,6,0,0,6,0,108,0,0,0.0,nan,0,0,0,0,0,108,0,0.0,0.0,108.0
ClassD,BasketballPass,all,42,16,29.8,45.6,22.0,46.7,97.3,18,1,6,11,35,1438,40,60,43.9,0.211,3,37,0,1221,1261,2699,1296,595.0,710.0,2104.0
ClassD,BasketballPass,0,46,8,27.0,51.0,18.3,33.3,94.0,8,0,5,3,47,1461,26,44,30.0,0.228,2,25,1,704,730,2191,777,401.0,385.0,1790.0
ClassD,BasketballPass,32,46,8,0.0,nan,0.0,0.0,nan,4,0,0,4,0,400,0,0,0.0,nan,0,0,0,0,0,400,0,0.0,0.0,400.0
ClassD,BasketballPass,56,46,8,0.0,nan,0.0,0.0,nan,6,0,0,6,0,108,0,0,0.0,nan,0,0,0,0,0,108,0,0.0,0.0,108.0
ClassD,BasketballPass,all,46,8,23.1,51.0,14.9,27.0,94.0,18,0,5,13,47,1969,26,44,24.3,0.228,2,25,1,704,730,2699,777,401.0,385.0,2298.0
ClassD,BasketballPass,0,46,16,27.6,51.2,18.8,33.6,92.2,8,0,5,3,62,1455,25,41,29.6,0.231,0,25,0,711,736,2191,798,413.0,394.0,1778.0
ClassD,BasketballPass,32,46,16,0.0,nan,0.0,0.0,nan,4,0,0,4,0,400,0,0,0.0,nan,0,0,0,0,0,400,0,0.0,0.0,400.0
ClassD,BasketballPass,56,46,16,0.0,nan,0.0,0.0,nan,6,0,0,6,0,108,0,0,0.0,nan,0,0,0,0,0,108,0,0.0,0.0,108.0
ClassD,BasketballPass,all,46,16,23.6,51.2,15.3,27.3,92.2,18,0,5,13,62,1963,25,41,24.0,0.231,0,25,0,711,736,2699,798,413.0,394.0,2286.0
ClassD,BlowingBubbles,0,18,8,92.4,89.4,95.5,95.4,89.4,3,2,0,1,117,47,0,3,84.1,0.100,0,0,0,985,985,1032,1102,986.0,117.0,46.0
ClassD,BlowingBubbles,41,18,8,9.6,46.2,5.3,11.6,100.0,1,0,0,1,0,199,5,5,9.3,0.208,0,5,0,21,26,225,26,12.0,14.0,213.0
ClassD,BlowingBubbles,77,18,8,93.8,90.4,97.4,97.4,90.4,1,1,0,0,39,10,0,2,87.0,0.134,0,0,0,368,368,378,407,368.0,39.0,10.0
ClassD,BlowingBubbles,all,18,8,86.2,88.9,83.5,84.3,89.8,5,3,0,2,156,256,5,10,74.5,0.111,0,5,0,1374,1379,1635,1535,1366.0,170.0,269.0
ClassD,BlowingBubbles,0,18,16,81.5,78.5,84.7,95.7,88.8,3,2,0,1,125,44,1,2,83.5,0.101,0,1,0,987,988,1032,1113,874.0,240.0,158.0
ClassD,BlowingBubbles,41,18,16,10.0,37.1,5.8,15.6,100.0,1,0,0,1,0,190,5,5,13.3,0.210,0,5,0,30,35,225,35,13.0,22.0,212.0
ClassD,BlowingBubbles,77,18,16,95.9,93.2,98.7,98.7,93.2,1,1,0,0,27,5,0,1,91.5,0.136,0,0,0,373,373,378,400,373.0,27.0,5.0
ClassD,BlowingBubbles,all,18,16,79.2,81.3,77.1,85.4,90.2,5,3,0,2,152,239,6,8,75.7,0.113,0,6,0,1390,1396,1635,1548,1260.0,289.0,375.0
ClassD,BlowingBubbles,0,22,8,92.4,89.0,96.0,95.9,88.9,3,2,0,1,123,42,0,2,84.0,0.100,0,0,0,990,990,1032,1113,991.0,123.0,41.0
ClassD,BlowingBubbles,41,22,8,10.9,92.9,5.8,6.2,100.0,1,0,0,1,0,211,1,1,5.8,0.209,0,1,0,13,14,225,14,13.0,1.0,212.0
ClassD,BlowingBubbles,77,22,8,97.6,96.6,98.7,98.7,96.6,1,1,0,0,13,5,0,1,95.2,0.135,0,0,0,373,373,378,386,373.0,13.0,5.0
ClassD,BlowingBubbles,all,22,8,87.5,91.0,84.2,84.2,91.0,5,3,0,2,136,258,1,4,75.8,0.111,0,1,0,1376,1377,1635,1513,1377.0,137.0,258.0
ClassD,BlowingBubbles,0,22,16,92.9,90.4,95.5,95.4,90.4,3,2,0,1,105,47,0,3,85.3,0.100,0,0,0,985,985,1032,1090,986.0,105.0,46.0
ClassD,BlowingBubbles,41,22,16,10.2,43.3,5.8,13.3,100.0,1,0,0,1,0,195,3,3,12.0,0.220,0,3,0,27,30,225,30,13.0,17.0,212.0
ClassD,BlowingBubbles,77,22,16,96.1,93.7,98.7,98.7,93.7,1,1,0,0,25,5,0,1,92.1,0.134,0,0,0,373,373,378,398,373.0,25.0,5.0
ClassD,BlowingBubbles,all,22,16,87.0,90.3,83.9,84.9,91.4,5,3,0,2,130,247,3,7,76.8,0.112,0,3,0,1385,1388,1635,1518,1372.0,147.0,263.0
ClassD,BlowingBubbles,0,26,8,94.2,92.8,95.5,95.4,92.8,3,2,0,1,76,47,0,3,88.1,0.099,0,0,0,985,985,1032,1061,986.0,76.0,46.0
ClassD,BlowingBubbles,41,26,8,10.7,68.4,5.8,8.4,100.0,1,0,0,1,0,206,2,2,7.6,0.215,0,2,0,17,19,225,19,13.0,6.0,212.0
ClassD,BlowingBubbles,77,26,8,92.4,91.5,93.4,95.8,93.8,1,1,0,0,24,16,1,2,89.2,0.135,0,1,0,361,362,378,386,353.0,33.0,25.0
ClassD,BlowingBubbles,all,26,8,87.2,92.2,82.7,83.5,93.2,5,3,0,2,100,269,3,7,77.2,0.110,0,3,0,1363,1366,1635,1466,1352.0,115.0,283.0
ClassD,BlowingBubbles,0,26,16,93.8,92.0,95.5,95.4,92.0,3,2,0,1,86,47,0,3,87.1,0.099,0,0,0,985,985,1032,1071,986.0,86.0,46.0
ClassD,BlowingBubbles,41,26,16,8.3,62.5,4.4,7.1,100.0,1,0,0,1,0,209,1,1,6.7,0.230,0,1,0,15,16,225,16,10.0,6.0,215.0
ClassD,BlowingBubbles,77,26,16,93.1,93.6,92.6,94.7,95.7,1,1,0,0,16,20,1,3,90.2,0.135,0,1,0,357,358,378,374,350.0,24.0,28.0
ClassD,BlowingBubbles,all,26,16,87.0,92.1,82.3,83.1,93.0,5,3,0,2,102,276,2,7,76.8,0.110,0,2,0,1357,1359,1635,1461,1346.0,116.0,289.0
ClassD,BlowingBubbles,0,30,8,91.7,90.8,92.5,95.1,93.3,3,2,0,1,70,51,1,3,88.2,0.098,0,1,0,980,981,1032,1051,955.0,97.0,77.0
ClassD,BlowingBubbles,41,30,8,5.9,63.6,3.1,4.4,90.9,1,0,0,1,1,215,1,1,3.6,0.202,0,1,0,9,10,225,11,7.0,4.0,218.0
ClassD,BlowingBubbles,77,30,8,82.9,87.2,79.1,89.4,98.5,1,1,0,0,5,40,2,3,87.6,0.138,0,2,0,336,338,378,343,299.0,44.0,79.0
ClassD,BlowingBubbles,all,30,8,83.0,89.7,77.1,81.3,94.6,5,3,0,2,76,306,4,7,76.4,0.109,0,4,0,1325,1329,1635,1405,1261.0,145.0,374.0
ClassD,BlowingBubbles,0,30,16,95.7,95.3,96.0,95.9,95.3,3,2,0,1,49,42,0,2,91.2,0.099,0,0,0,990,990,1032,1039,991.0,49.0,41.0
ClassD,BlowingBubbles,41,30,16,3.5,66.7,1.8,2.7,100.0,1,0,0,1,0,219,1,1,2.2,0.195,0,1,0,5,6,225,6,4.0,2.0,221.0
ClassD,BlowingBubbles,77,30,16,82.2,87.2,77.8,87.8,98.5,1,1,0,0,5,46,3,4,85.7,0.128,0,3,0,329,332,378,337,294.0,43.0,84.0
ClassD,BlowingBubbles,all,30,16,85.4,93.2,78.8,81.2,96.1,5,3,0,2,54,307,4,7,77.7,0.107,0,4,0,1324,1328,1635,1382,1289.0,94.0,346.0
ClassD,BlowingBubbles,0,34,8,91.2,93.7,88.9,94.6,99.8,3,2,0,1,2,56,2,3,94.2,0.103,0,2,0,974,976,1032,978,917.0,62.0,115.0
ClassD,BlowingBubbles,41,34,8,1.6,7.7,0.9,0.9,7.7,1,0,0,1,24,223,0,0,-9.8,0.234,0,0,0,2,2,225,26,2.0,24.0,223.0
ClassD,BlowingBubbles,77,34,8,49.7,67.1,39.4,58.7,100.0,1,0,1,0,0,156,5,6,57.4,0.142,0,5,0,217,222,378,222,149.0,73.0,229.0
ClassD,BlowingBubbles,all,34,8,74.7,87.0,65.3,73.4,97.9,5,2,1,2,26,435,7,9,71.4,0.110,0,7,0,1193,1200,1635,1226,1068.0,159.0,567.0
ClassD,BlowingBubbles,0,34,16,93.1,94.1,92.0,94.5,96.8,3,2,0,1,32,57,1,4,91.3,0.101,0,1,0,974,975,1032,1007,949.0,59.0,83.0
ClassD,BlowingBubbles,41,34,16,0.0,0.0,0.0,0.0,0.0,1,0,0,1,17,225,0,0,-7.6,nan,0,0,0,0,0,225,17,0.0,17.0,225.0
ClassD,BlowingBubbles,77,34,16,52.4,72.4,41.0,56.6,100.0,1,0,1,0,0,164,2,2,56.1,0.155,0,2,0,212,214,378,214,155.0,59.0,223.0
ClassD,BlowingBubbles,all,34,16,76.9,89.1,67.5,72.7,96.0,5,2,1,2,49,446,3,6,69.5,0.111,0,3,0,1186,1189,1635,1238,1104.0,135.0,531.0
ClassD,BlowingBubbles,0,38,8,89.6,91.2,88.1,93.5,96.9,3,2,0,1,31,67,2,3,90.3,0.105,0,2,0,963,965,1032,996,909.0,88.0,123.0
ClassD,BlowingBubbles,41,38,8,0.0,0.0,0.0,0.0,0.0,1,0,0,1,10,225,0,0,-4.4,nan,0,0,0,0,0,225,10,0.0,10.0,225.0
ClassD,BlowingBubbles,77,38,8,4.6,75.0,2.4,3.2,100.0,1,0,0,1,0,366,1,1,2.9,0.235,0,1,0,11,12,378,12,9.0,3.0,369.0
ClassD,BlowingBubbles,all,38,8,69.2,90.1,56.1,59.8,96.0,5,2,0,3,41,658,3,4,57.1,0.106,0,3,0,974,977,1635,1018,918.0,101.0,717.0
ClassD,BlowingBubbles,0,38,16,90.7,91.3,90.0,95.1,96.5,3,2,0,1,36,51,2,2,91.4,0.103,0,2,0,979,981,1032,1017,929.0,89.0,103.0
ClassD,BlowingBubbles,41,38,16,0.0,0.0,0.0,0.0,0.0,1,0,0,1,26,225,0,0,-11.6,nan,0,0,0,0,0,225,26,0.0,26.0,225.0
ClassD,BlowingBubbles,77,38,16,9.6,50.0,5.3,10.6,100.0,1,0,0,1,0,338,5,5,9.3,0.225,0,5,0,35,40,378,40,20.0,20.0,358.0
ClassD,BlowingBubbles,all,38,16,69.8,87.4,58.0,62.6,94.4,5,2,0,3,61,611,9,9,58.3,0.108,0,9,0,1015,1024,1635,1085,949.0,137.0,686.0
ClassD,BlowingBubbles,0,42,8,74.5,78.0,71.3,87.5,95.8,3,2,0,1,40,129,5,10,83.1,0.105,0,5,0,898,903,1032,943,736.0,208.0,296.0
ClassD,BlowingBubbles,41,42,8,0.0,nan,0.0,0.0,nan,1,0,0,1,0,225,0,0,0.0,nan,0,0,0,0,0,225,0,0.0,0.0,225.0
ClassD,BlowingBubbles,77,42,8,0.0,nan,0.0,0.0,nan,1,0,0,1,0,378,0,0,0.0,nan,0,0,0,0,0,378,0,0.0,0.0,378.0
ClassD,BlowingBubbles,all,42,8,57.1,78.0,45.0,55.2,95.8,5,2,0,3,40,732,5,10,52.5,0.105,0,5,0,898,903,1635,943,736.0,208.0,899.0
ClassD,BlowingBubbles,0,42,16,65.7,65.9,65.4,91.7,92.4,3,2,0,1,78,86,5,6,83.6,0.114,0,5,0,941,946,1032,1024,675.0,350.0,357.0
ClassD,BlowingBubbles,41,42,16,0.8,4.8,0.4,0.4,4.8,1,0,0,1,20,224,0,0,-8.4,0.484,0,0,0,1,1,225,21,1.0,20.0,224.0
ClassD,BlowingBubbles,77,42,16,0.0,nan,0.0,0.0,nan,1,0,0,1,0,378,0,0,0.0,nan,0,0,0,0,0,378,0,0.0,0.0,378.0
ClassD,BlowingBubbles,all,42,16,50.4,64.6,41.3,57.9,90.6,5,2,0,3,98,688,5,6,51.6,0.114,0,5,0,942,947,1635,1045,676.0,370.0,959.0
ClassD,BlowingBubbles,0,46,8,45.9,68.9,34.4,48.7,97.9,3,0,2,1,11,529,10,13,46.7,0.126,0,10,0,493,503,1032,514,355.0,160.0,677.0
ClassD,BlowingBubbles,41,46,8,0.0,0.0,0.0,0.0,0.0,1,0,0,1,21,225,0,0,-9.3,nan,0,0,0,0,0,225,21,0.0,21.0,225.0
ClassD,BlowingBubbles,77,46,8,0.0,nan,0.0,0.0,nan,1,0,0,1,0,378,0,0,0.0,nan,0,0,0,0,0,378,0,0.0,0.0,378.0
ClassD,BlowingBubbles,all,46,8,32.7,66.2,21.7,30.8,94.0,5,0,2,3,32,1132,10,13,28.2,0.126,0,10,0,493,503,1635,535,355.0,181.0,1280.0
ClassD,BlowingBubbles,0,46,16,46.3,77.6,32.9,42.0,99.1,3,0,2,1,4,599,11,13,40.5,0.136,0,11,0,422,433,1032,437,340.0,98.0,692.0
ClassD,BlowingBubbles,41,46,16,0.0,0.0,0.0,0.0,0.0,1,0,0,1,5,225,0,0,-2.2,nan,0,0,0,0,0,225,5,0.0,5.0,225.0
ClassD,BlowingBubbles,77,46,16,0.0,nan,0.0,0.0,nan,1,0,0,1,0,378,0,0,0.0,nan,0,0,0,0,0,378,0,0.0,0.0,378.0
ClassD,BlowingBubbles,all,46,16,32.7,76.7,20.8,26.5,98.0,5,0,2,3,9,1202,11,13,25.3,0.136,0,11,0,422,433,1635,442,340.0,103.0,1295.0
ClassD,RaceHorsesD,0,18,8,0.3,100.0,0.1,0.0,nan,7,0,0,7,0,760,0,0,0.0,nan,0,0,0,0,0,760,0,1.0,0.0,759.0
